stock_id,date,資料日期,股票代號,股票名稱,除權息前收盤價,除權息參考價,權值+息值,權/息,漲停價格,跌停價格,開盤競價基準,減除股利參考價,詳細資料,最近一次申報資料 季別/日期,最近一次申報每股 (單位)淨值,最近一次申報每股 (單位)盈餘,twse_divide_ratio
006204 永豐臺灣加權,2016-10-27,105年10月27日,006204,永豐臺灣加權,48.31,46.73,1.58,息,51.4,42.06,46.73,46.73,除權息資料,109年07月31日,63.76,,1.0338112561523647
006204 永豐臺灣加權,2017-10-31,106年10月31日,006204,永豐臺灣加權,55.45,53.75,1.7,息,59.1,48.38,53.75,53.75,除權息資料,109年07月31日,63.76,,1.0316279069767442
006204 永豐臺灣加權,2018-10-30,107年10月30日,006204,永豐臺灣加權,48.98,47.04,1.94,息,51.7,42.34,47.04,47.04,除權息資料,109年07月31日,63.76,,1.0412414965986394
006204 永豐臺灣加權,2019-10-29,108年10月29日,006204,永豐臺灣加權,58.25,56.73,1.52,息,62.4,51.1,56.75,56.73,除權息資料,109年07月31日,63.76,,1.026431718061674
006208 富邦台50,2012-11-01,101年11月01日,006208,富邦台50,30.43,28.58,1.844,息,30.58,26.58,28.58,28.58,除權息資料,109年07月31日,59.2,,1.0647305808257523
006208 富邦台50,2013-10-30,102年10月30日,006208,富邦台50,32.95,32.32,0.629,息,34.58,30.06,32.32,32.32,除權息資料,109年07月31日,59.2,,1.019492574257426
006208 富邦台50,2014-10-29,103年10月29日,006208,富邦台50,37.41,36.19,1.212,息,38.72,33.66,36.19,36.19,除權息資料,109年07月31日,59.2,,1.0337109698811826
006208 富邦台50,2015-10-29,104年10月29日,006208,富邦台50,37.34,36.49,0.845,息,40.13,32.85,36.49,36.49,除權息資料,109年07月31日,59.2,,1.0232940531652508
006208 富邦台50,2016-08-02,105年08月02日,006208,富邦台50,39.8,39.75,0.043,息,43.72,35.78,39.75,39.75,除權息資料,109年07月31日,59.2,,1.0012578616352201
006208 富邦台50,2017-07-27,106年07月27日,006208,富邦台50,48.6,47.6,1.0,息,52.35,42.84,47.6,47.6,除權息資料,109年07月31日,59.2,,1.0210084033613445
006208 富邦台50,2017-11-30,106年11月30日,006208,富邦台50,49.13,47.48,1.65,息,52.2,42.74,47.48,47.48,除權息資料,109年07月31日,59.2,,1.0347514743049706
006208 富邦台50,2018-07-26,107年07月26日,006208,富邦台50,49.08,48.43,0.65,息,53.25,43.59,48.43,48.43,除權息資料,109年07月31日,59.2,,1.0134214329960767
006208 富邦台50,2018-11-29,107年11月29日,006208,富邦台50,44.61,42.61,2.0,息,46.87,38.35,42.61,42.61,除權息資料,109年07月31日,59.2,,1.0469373386528984
006208 富邦台50,2019-07-18,108年07月18日,006208,富邦台50,47.41,46.74,0.661,息,51.4,42.07,46.74,46.74,除權息資料,109年07月31日,59.2,,1.0143346170303806
006208 富邦台50,2019-11-20,108年11月20日,006208,富邦台50,53.1,51.96,1.138,息,57.15,46.77,51.95,51.96,除權息資料,109年07月31日,59.2,,1.0221366698748797
006208 富邦台50,2020-07-21,109年07月21日,006208,富邦台50,55.5,55.01,0.481,息,60.5,49.51,55.0,55.01,除權息資料,109年07月31日,59.2,,1.009090909090909
00660 元大歐洲50,2019-10-23,108年10月23日,00660,元大歐洲50,26.32,25.57,0.75,息,9999.95,0.01,25.57,25.57,除權息資料,,,,1.0293312475557295
00690 兆豐藍籌30,2017-11-28,106年11月28日,00690,兆豐藍籌30,22.13,21.32,0.81,息,23.45,19.19,21.32,21.32,除權息資料,109年07月31日,25.89,,1.0379924953095685
00690 兆豐藍籌30,2018-11-28,107年11月28日,00690,兆豐藍籌30,20.35,19.69,0.66,息,21.65,17.73,19.69,19.69,除權息資料,109年07月31日,25.89,,1.0335195530726258
00690 兆豐藍籌30,2019-11-28,108年11月28日,00690,兆豐藍籌30,24.53,23.41,1.12,息,25.75,21.07,23.41,23.41,除權息資料,109年07月31日,25.89,,1.047842802221273
00692 富邦公司治理,2017-07-27,106年07月27日,00692,富邦公司治理,21.24,21.21,0.021,息,23.33,19.09,21.21,21.21,除權息資料,109年07月31日,26.47,,1.0014144271570014
00692 富邦公司治理,2017-11-30,106年11月30日,00692,富邦公司治理,22.01,20.89,1.12,息,22.97,18.81,20.89,20.89,除權息資料,109年07月31日,26.47,,1.0536141694590713
00692 富邦公司治理,2018-07-26,107年07月26日,00692,富邦公司治理,21.75,21.66,0.083,息,23.82,19.5,21.66,21.66,除權息資料,109年07月31日,26.47,,1.0041551246537397
00692 富邦公司治理,2018-11-29,107年11月29日,00692,富邦公司治理,20.5,19.75,0.743,息,21.72,17.78,19.75,19.75,除權息資料,109年07月31日,26.47,,1.0379746835443038
00692 富邦公司治理,2019-07-18,108年07月18日,00692,富邦公司治理,21.69,21.43,0.256,息,23.57,19.29,21.43,21.43,除權息資料,109年07月31日,26.47,,1.0121325244983668
00692 富邦公司治理,2019-11-20,108年11月20日,00692,富邦公司治理,24.05,23.52,0.53,息,25.87,21.17,23.52,23.52,除權息資料,109年07月31日,26.47,,1.0225340136054422
00692 富邦公司治理,2020-07-21,109年07月21日,00692,富邦公司治理,24.98,24.74,0.231,息,27.21,22.27,24.74,24.74,除權息資料,109年07月31日,26.47,,1.0097008892481811
00701 國泰股利精選30,2018-07-26,107年07月26日,00701,國泰股利精選30,21.7,21.53,0.17,息,23.68,19.38,21.53,21.53,除權息資料,109年07月31日,21.04,,1.0078959591267997
00701 國泰股利精選30,2019-01-17,108年01月17日,00701,國泰股利精選30,21.25,20.78,0.47,息,22.85,18.71,20.78,20.78,除權息資料,109年07月31日,21.04,,1.0226179018286814
00701 國泰股利精選30,2020-01-30,109年01月30日,00701,國泰股利精選30,25.12,23.46,1.66,息,25.8,21.12,23.46,23.46,除權息資料,109年07月31日,21.04,,1.0707587382779198
00701 國泰臺灣低波動30,2018-07-26,107年07月26日,00701,國泰臺灣低波動30,21.7,21.53,0.17,息,23.68,19.38,21.53,21.53,除權息資料,108年07月05日,22.5,,1.0078959591267997
00701 國泰臺灣低波動30,2019-01-17,108年01月17日,00701,國泰臺灣低波動30,21.25,20.78,0.47,息,22.85,18.71,20.78,20.78,除權息資料,108年07月05日,22.5,,1.0226179018286814
