,0
15370,706538 富邦PK
15371,706539 群益SB
15372,70653P 國票PW
15373,70653P 美琪瑪永豐77售01
15374,70654 日盛R2
15375,70654 群益WA
15376,706540 群益SC
15377,706541 臺銀P4
15378,706542 中信R1
15379,706543 日盛W2
15380,706544 日盛W3
15381,706545 兆豐RW
15382,706546 亞東X4
15383,706547 富邦PL
15384,706548 統一RJ
15385,706549 元大UT
15386,70654P TY元大
15387,70654P 聯亞群益77售02
15388,70655 日盛R3
15389,706550 元富VY
15390,706551 日盛W4
15391,706552 富邦PM
15392,706553 群益SD
15393,706554 元大UU
15394,706555 元大UV
15395,706556 日盛W5
15396,706557 日盛W6
15397,706558 TG永豐
15398,706559 兆豐RX
15399,70655P 元大PT
15400,70655P 日盛TU
15401,70655P 金可元富77售01
15402,70656 元大PU
15403,70656 工銀T9
15404,706560 富邦PN
15405,706561 永昌TV
15406,706562 永昌TW
15407,706563 群益SF
15408,706564 日盛W7
15409,706565 日盛W8
15410,706566 日盛PA
15411,706567 TH永豐
15412,706568 亞東X5
15413,706569 統一RK
15414,70656P 中信V6
15415,70656P 網家群益77售01
15416,70657 工銀U1
15417,706570 元大UW
15418,706571 元富VZ
15419,706572 日盛PB
15420,706573 TI永豐
15421,706574 TJ永豐
15422,706575 TK永豐
15423,706576 兆豐RY
15424,706577 兆豐RZ
15425,706578 統一RL
15426,706579 凱基XL
15427,70657P 元大PV
15428,70657P 兆豐VB
15429,70657P 穩懋元大77售04
15430,70658 凱基QX
15431,70658 工銀U2
15432,706580 凱基XM
15433,706581 富邦PP
15434,706582 大華ZQ
15435,706583 元大VA
15436,706584 TL永豐
15437,706585 國泰XA
15438,706586 國泰XB
15439,706587 國泰XD
15440,706588 康和UL
15441,706589 康和UM
15442,70658P UB元大
15443,70658P 中美晶兆豐77售02
15444,70659 凱基QY
15445,70659 工銀U3
15446,706590 富邦PR
15447,706591 富邦PS
15448,706592 富邦PT
15449,706593 富邦PU
15450,706594 大華ZR
15451,706595 元大VB
15452,706596 元大VC
15453,706597 元大VD
15454,706598 元富WB
15455,706599 日盛PC
15456,70659P 元富YW
15457,70659P 穩懋兆豐77售01
15458,70660 群益WB
15459,706600 日盛PD
15460,706601 TM永豐
15461,706602 國泰XE
15462,706603 統一RM
15463,706604 凱基XN
15464,706605 富邦PV
15465,706606 群益SG
15466,706607 大眾TK
15467,706608 元大VE
15468,706609 日盛PF
15469,70660P 元富ZA
15470,70660P 精材國泰77售01
15471,70661 信證S3
15472,70661 元富VS
15473,706610 日盛PG
15474,706611 TN永豐
15475,706612 國泰XF
15476,706613 國票Z3
15477,706614 中信R2
15478,706615 中信R3
15479,706616 元大VF
15480,706617 元大VG
15481,706618 日盛PJ
15482,706619 TP永豐
15483,70661P 合晶永豐77售01
15484,70661P 永豐P2
15485,70662 信證S4
15486,70662 元富VT
15487,706620 TQ永豐
15488,706621 兆豐SB
15489,706622 國泰XG
15490,706623 國泰XH
15491,706624 凱基XQ
15492,706625 永昌TX
15493,706626 群益SJ
15494,706627 大華ZS
15495,706628 大華ZT
15496,706629 大華ZU
15497,70662P 環球晶元富77售02
15498,70662P 群益WX
15499,70663 元富VU
15500,70663 台証U5
15501,706630 大華ZV
15502,706631 大華ZW
15503,706632 大華ZX
15504,706633 中信R4
15505,706634 中信R5
15506,706635 元大VH
15507,706636 元大VJ
15508,706637 元大VK
15509,706638 元大VL
15510,706639 元大VM
15511,70663P UJ元大
15512,70663P 原相統一77售01
15513,70664 元富VV
15514,70664 台証U6
15515,706640 元大VN
15516,706641 元大VP
15517,706642 元大VQ
15518,706643 元大VR
15519,706644 元大VS
15520,706645 元大VT
15521,706646 元大VU
15522,706647 元大VV
15523,706648 元大VW
15524,706649 元大VX
15525,70664P 元富ZD
15526,70664P 精材群益77售03
15527,70665 台証U7
15528,706650 元富WE
15529,706651 元富WF
15530,706652 元富WG
15531,706653 元富WH
15532,706654 元富WJ
15533,706655 元富WK
15534,706656 TS永豐
15535,706657 TT永豐
15536,706658 TU永豐
15537,706659 TV永豐
15538,70665P UK元大
15539,70665P 國泰TC
15540,70665P 華星光元大77售03
15541,70666 台証U8
15542,706660 TW永豐
15543,706661 TX永豐
15544,706662 TY永豐
15545,706663 TZ永豐
15546,706664 兆豐SC
15547,706665 兆豐SD
15548,706666 兆豐SE
15549,706667 兆豐SF
15550,706668 兆豐SG
15551,706669 亞東X6
15552,70666P 台燿元大77售02
15553,70666P 國泰TD
15554,70666P 群益WZ
15555,70667 台証U9
15556,70667 統一SP
15557,706670 國泰XK
15558,706671 國泰XL
15559,706672 國泰XM
15560,706673 國泰XN
15561,706674 國泰XP
15562,706675 國泰XQ
15563,706676 國泰XR
15564,706677 國泰XS
15565,706678 國泰XT
15566,706679 國泰XU
15567,70667P 美琪瑪元大77售01
15568,70667P 群益P1
15569,70668 中信PE
15570,70668 統一SQ
15571,706680 國票Z4
15572,706681 康和UP
15573,706682 康和UQ
15574,706683 統一RN
15575,706684 統一RP
15576,706685 凱基XR
15577,706686 凱基XS
15578,706687 凱基XT
15579,706688 凱基XU
15580,706689 凱基XV
15581,70668P 元富ZK
15582,70668P 鈊象台新77售01
15583,70669 新壽Q1
15584,70669 統一SR
15585,706690 凱基XW
15586,706691 富邦PW
15587,706692 富邦PX
15588,706693 富邦PY
15589,706694 群益SK
15590,706695 群益SL
15591,706696 群益SM
15592,706697 群益SN
15593,706698 群益SQ
15594,706699 群益SR
15595,70669P 永豐Q5
15596,70669P 網家群益77售02
15597,70670 統一SS
15598,706700 大華ZY
15599,706701 元富WM
15600,706702 日盛PK
15601,706703 工銀XH
15602,706704 工銀XJ
15603,706705 兆豐SH
15604,706706 兆豐SJ
15605,706707 兆豐SK
15606,706708 兆豐SL
15607,706709 兆豐SM
15608,70670P 凱基S1
15609,70670P 昂寶群益77售02
15610,70671 寶來UH
15611,70671 日盛R4
15612,706710 凱基XX
15613,706711 富邦PZ
15614,706712 群益ST
15615,706713 群益SU
15616,706714 大眾TL
15617,706715 大華ZZ
15618,706716 日盛PN
15619,706717 UF永豐
15620,706718 UG永豐
15621,706719 兆豐SP
15622,70671P 永豐Q7
15623,70671P 環球晶元大77售02
15624,70672 日盛R5
15625,706720 兆豐SQ
15626,706721 康和UT
15627,706722 康和UU
15628,706723 康和UV
15629,706724 康和UW
15630,706725 康和UX
15631,706726 元大WA
15632,706727 日盛PQ
15633,706728 日盛PR
15634,706729 日盛PS
15635,70672P 亞東PL
15636,70672P 原相元富77售03
15637,70672P 寶來UJ
15638,70673 兆豐S6
15639,70673 寶來UK
15640,706730 UH永豐
15641,706731 UI永豐
15642,706732 UJ永豐
15643,706733 兆豐SR
15644,706734 統一RR
15645,706735 凱基XZ
15646,706736 富邦QA
15647,706737 大眾TM
15648,706738 大眾TN
15649,706739 日盛PU
15650,70673P 國泰P1
15651,70673P 環球晶兆豐77售02
15652,70674 寶來UL
15653,70674 康和Q8
15654,706740 兆豐SS
15655,706741 國泰XV
15656,706742 國票Z5
15657,706743 康和UY
15658,706744 大華P1
15659,706745 元富WN
15660,706746 日盛PV
15661,706747 UK永豐
15662,706748 亞東X7
15663,706749 凱基YA
15664,70674P 凱基S4
15665,70674P 合晶元大77售02
15666,70675 元大PY
15667,70675 寶來UM
15668,706750 元富WP
15669,706751 元富WS
15670,706752 UN永豐
15671,706753 兆豐SV
15672,706754 富邦QC
15673,706755 群益SY
15674,706756 統一RS
15675,706757 元大WB
15676,706758 元大WC
15677,706759 日盛PX
15678,70675P 富邦SY
15679,70675P 良維元大77售02
15680,70676 元大PZ
15681,70676 寶來UN
15682,706760 UP永豐
15683,706761 UQ永豐
15684,706762 兆豐SW
15685,706763 國泰XW
15686,706764 凱基YB
15687,706765 亞東X8
15688,706766 大華P2
15689,706767 元富WU
15690,706768 日盛PY
15691,706769 兆豐SY
15692,70676P 勝麗群益77售01
15693,70676P 富邦SZ
15694,70677 元大QA
15695,70677 工銀RJ
15696,706770 亞東Y1
15697,706771 亞東Y2
15698,706772 群益SZ
15699,706773 元富WV
15700,706774 日盛PZ
15701,706775 日盛QA
15702,706776 工銀XK
15703,706777 UR永豐
15704,706778 US永豐
15705,706779 UT永豐
15706,70677P 兆豐VN
15707,70677P 環球晶群益77售03
15708,70678 元大QB
15709,70678 工銀RK
15710,706780 統一RT
15711,706781 國泰XX
15712,706782 康和VA
15713,706783 大眾TP
15714,706784 大眾TQ
15715,706785 工銀XL
15716,706786 UU永豐
15717,706787 UV永豐
15718,706788 亞東Y3
15719,706789 元富WW
15720,70678P 合晶統一77售02
15721,70678P 國泰P3
15722,70679 統一T2
15723,706790 日盛QB
15724,706791 亞東Y4
15725,706792 國票Z6
15726,706793 富邦QE
15727,706794 大眾TR
15728,706795 大華P4
15729,706796 大華P5
15730,706797 中信R6
15731,706798 元大WE
15732,706799 元富WX
15733,70679P 凱基S7
15734,70679P 群聯元富77售02
15735,706800 工銀XM
15736,706801 工銀XN
15737,706802 UW永豐
15738,706803 UX永豐
15739,706804 UY永豐
15740,706805 UZ永豐
15741,706806 兆豐SZ
15742,706807 國泰XZ
15743,706808 元大WF
15744,706809 元大WG
15745,70680P 中美晶中信77售01
15746,70680P 亞東PM
15747,70681 統一T3
15748,706810 元富WY
15749,706811 日盛QC
15750,706812 日盛QD
15751,706813 VA永豐
15752,706814 VB永豐
15753,706815 VC永豐
15754,706816 國泰YA
15755,706817 國泰YB
15756,706818 統一RV
15757,706819 凱基YC
15758,70681P 國票QD
15759,70681P 穩懋中信77售01
15760,70682 元大QC
15761,706820 富邦QF
15762,706821 富邦QG
15763,706822 富邦QH
15764,706823 群益TB
15765,706824 大華P6
15766,706825 大華P7
15767,706826 元大WH
15768,706827 元富WZ
15769,706828 元富XA
15770,706829 日盛QF
15771,70682P 凱基S8
15772,70682P 合晶群益78售02
15773,70683 元大QD
15774,706830 VD永豐
15775,706831 VE永豐
15776,706832 VF永豐
15777,706833 VG永豐
15778,706834 VH永豐
15779,706835 VI永豐
15780,706836 VJ永豐
15781,706837 VK永豐
15782,706838 VL永豐
15783,706839 兆豐TB
15784,70683P VE元大
15785,70683P 大江元大77售02
15786,70684 元大QE
15787,706840 亞東Y5
15788,706841 亞東Y6
15789,706842 國泰YC
15790,706843 國泰YD
15791,706844 國票PB
15792,706845 國票Z9
15793,706846 統一RX
15794,706847 統一RY
15795,706848 凱基YD
15796,706849 凱基YE
15797,70684P VF元大
15798,70684P 環球晶元大77售03
15799,70685 元大QF
15800,706850 凱基YF
15801,706851 富邦QJ
15802,706852 富邦QK
15803,706853 群益TC
15804,706854 群益TD
15805,706855 群益TE
15806,706856 群益TF
15807,706857 群益TG
15808,706858 群益TH
15809,706859 大華P8
15810,70685P 凱基T2
15811,70685P 神盾群益77售03
15812,70686 康和Q9
15813,706860 中信R7
15814,706861 中信R8
15815,706862 元大WM
15816,706863 元大WN
15817,706864 元大WP
15818,706865 日盛QG
15819,706866 日盛QH
15820,706867 日盛QJ
15821,706868 日盛QK
15822,706869 國票PD
15823,70686P 元太凱基77售03
15824,70686P 群益P9
15825,70687 康和R1
15826,706870 康和VC
15827,706871 康和VD
15828,706872 康和VE
15829,706873 統一RZ
15830,706874 富邦QL
15831,706875 群益TK
15832,706876 元大WQ
15833,706877 日盛QM
15834,706878 VM永豐
15835,706879 兆豐TC
15836,70687P 中美晶元大77售03
15837,70687P 群益Q1
15838,70688 康和R2
15839,706880 兆豐TD
15840,706881 兆豐TE
15841,706882 亞東Y7
15842,706883 群益TL
15843,706884 群益TM
15844,706885 大華P9
15845,706886 中信S1
15846,706887 中信S2
15847,706888 中信S3
15848,706889 國票PE
15849,70688P 中信W4
15850,70688P 威剛元大77售03
15851,70689 康和R3
15852,706890 大華Q1
15853,706891 元大WR
15854,706892 日盛QP
15855,706893 工銀XP
15856,706894 VN永豐
15857,706895 VP永豐
15858,706896 國票PF
15859,706897 富邦QM
15860,706898 中信S5
15861,706899 元富XB
15862,70689P 兆豐VV
15863,70689P 同致元富77售02
15864,706900 日盛QQ
15865,706901 兆豐TG
15866,706902 Q3第一
15867,706903 凱基YH
15868,706904 群益TQ
15869,706905 中信S6
15870,706906 元大WS
15871,706907 元大WT
15872,706908 元大WU
15873,706909 日盛QR
15874,70690P VL元大
15875,70690P 精材永豐77售02
15876,70691 大展P6
15877,706910 工銀XQ
15878,706911 VR永豐
15879,706912 VS永豐
15880,706913 VT永豐
15881,706914 兆豐TH
15882,706915 兆豐TJ
15883,706916 兆豐TK
15884,706917 亞東Y8
15885,706918 國泰YF
15886,706919 國票PG
15887,70691P 元富ZV
15888,70691P 穩懋永豐77售02
15889,70692 信證S5
15890,706920 統一SA
15891,706921 凱基YJ
15892,706922 富邦QN
15893,706923 富邦QP
15894,706924 中信S7
15895,706925 元大WX
15896,706926 日盛QT
15897,706927 VV永豐
15898,706928 Q4第一
15899,706929 凱基YL
15900,70692P 中美晶凱基77售02
15901,70692P 群益R4
15902,70693 信證S6
15903,706930 凱基YM
15904,706931 凱基YN
15905,706932 大華Q2
15906,706933 元大WY
15907,706934 日盛QU
15908,706935 工銀XS
15909,706936 VW永豐
15910,706937 VX永豐
15911,706938 國泰YH
15912,706939 國泰YJ
15913,70693P WU元大
15914,70693P 原相凱基77售03
15915,70694 康和R4
15916,706940 凱基YP
15917,706941 大華Q3
15918,706942 大華Q4
15919,706943 大華Q5
15920,706944 元大WZ
15921,706945 PA元大
15922,706946 日盛QW
15923,706947 日盛QX
15924,706948 日盛QY
15925,706949 VY永豐
15926,70694P 富邦TK
15927,70694P 群聯凱基77售01
15928,70695 康和R5
15929,706950 VZ永豐
15930,706951 WA永豐
15931,706952 兆豐TM
15932,706953 亞東Y9
15933,706954 國票PH
15934,706955 富邦QQ
15935,706956 富邦QR
15936,706957 群益TR
15937,706958 大華Q6
15938,706959 PB元大
15939,70695P WX元大
15940,70695P 群聯凱基77售02
15941,70696 元大QG
15942,706960 日盛QZ
15943,706961 日盛RA
15944,706962 日盛RB
15945,706963 日盛RC
15946,706964 工銀XT
15947,706965 WB永豐
15948,706966 WC永豐
15949,706967 兆豐TN
15950,706968 康和VF
15951,706969 凱基YQ
15952,70696P 工銀ZV
15953,70696P 網家富邦77售02
15954,70697 元大QH
15955,706970 富邦QT
15956,706971 群益TS
15957,706972 中信T1
15958,706973 中信T2
15959,706974 日盛RD
15960,706975 日盛RE
15961,706976 日盛RF
15962,706977 亞東Z1
15963,706978 國泰YL
15964,706979 Q5第一
15965,70697P 同致元大77售03
15966,70697P 永豐V8
15967,70698 元大QJ
15968,706980 統一SB
15969,706981 統一SC
15970,706982 統一SD
15971,706983 凱基YR
15972,706984 日盛RH
15973,706985 WD永豐
15974,706986 WE永豐
15975,706987 WF永豐
15976,706988 兆豐TP
15977,706989 國泰YM
15978,70698P 國泰Q6
15979,70698P 網家群益78售03
15980,70699 元大QK
15981,706990 康和VG
15982,706991 統一SE
15983,706992 凱基YS
15984,706993 富邦QU
15985,706994 永昌TY
15986,706995 群益TU
15987,706996 群益TV
15988,706997 群益TW
15989,706998 大華Q7
15990,706999 PD元大
15991,70699P 國泰Q7
15992,70699P 聯亞群益78售03
15993,707000 PE元大
15994,707001 PF元大
15995,707002 PG元大
15996,707003 PH元大
15997,707004 元富XD
15998,707005 日盛RJ
15999,707006 Q6第一
16000,707007 統一SF
16001,707008 凱基YT
16002,707009 日盛RL
16003,70700P 光頡元富77售03
16004,70700P 國票QK
16005,70701 群益T8
16006,707010 WG永豐
16007,707011 WH永豐
16008,707012 兆豐TQ
16009,707013 PK元大
16010,707014 PL元大
16011,707015 PM元大
16012,707016 日盛RM
16013,707017 WI永豐
16014,707018 凱基YU
16015,707019 PP元大
16016,70701P 凱基U7
16017,70701P 穩懋兆豐77售03
16018,70702 群益T9
16019,707020 PQ元大
16020,707021 PR元大
16021,707022 日盛RQ
16022,707023 日盛RR
16023,707024 日盛RS
16024,707025 統一SG
16025,707026 群益UA
16026,707027 日盛RT
16027,707028 日盛RU
16028,707029 Q7第一
16029,70702P 富邦TN
16030,70702P 精材元大77售03
16031,70703 群益U1
16032,707030 群益UB
16033,707031 PT元大
16034,707032 PU元大
16035,707033 日盛RV
16036,707034 日盛RW
16037,707035 日盛RX
16038,707036 兆豐TR
16039,707037 Q8第一
16040,707038 Q9第一
16041,707039 R1第一
16042,70703P 穩懋元大77售07
16043,70703P 群益R8
16044,70704 群益U2
16045,707040 凱基YV
16046,707041 富邦QV
16047,707042 群益UC
16048,707043 群益UD
16049,707044 PV元大
16050,707045 PW元大
16051,707046 PX元大
16052,707047 PY元大
16053,707048 PZ元大
16054,707049 元富XE
16055,70704P 元富Q3
16056,70704P 穩懋凱基77售06
16057,70705 群益U3
16058,707050 元富XF
16059,707051 日盛RY
16060,707052 工銀XU
16061,707053 WJ永豐
16062,707054 WK永豐
16063,707055 WL永豐
16064,707056 國泰YP
16065,707057 R2第一
16066,707058 R3第一
16067,707059 R4第一
16068,70705P 元富Q4
16069,70705P 美琪瑪群益78售01
16070,70706 台証V1
16071,707060 凱基YW
16072,707061 凱基YX
16073,707062 富邦QW
16074,707063 QA元大
16075,707064 QB元大
16076,707065 QC元大
16077,707066 QD元大
16078,707067 日盛RZ
16079,707068 日盛SA
16080,707069 日盛SB
16081,70706P 穩懋元大77售08
16082,70706P 群益R9
16083,70707 台証V2
16084,707070 兆豐TS
16085,707071 國泰YQ
16086,707072 富邦QX
16087,707073 大華Q8
16088,707074 中信T4
16089,707075 QE元大
16090,707076 QF元大
16091,707077 QG元大
16092,707078 QH元大
16093,707079 QJ元大
16094,70707P 群益S1
16095,70707P 頎邦元大77售02
16096,70708 台証V3
16097,707080 QK元大
16098,707081 QL元大
16099,707082 QM元大
16100,707083 QN元大
16101,707084 QP元大
16102,707085 元富XG
16103,707086 元富XH
16104,707087 元富XJ
16105,707088 元富XK
16106,707089 日盛SC
16107,70708P 富邦TR
16108,70708P 環球晶凱基77售07
16109,70709 寶來R9
16110,707090 日盛SD
16111,707091 日盛SE
16112,707092 日盛SF
16113,707093 工銀XV
