Date,Open,High,Low,Close,Adj Close,Volume
1/1/1998,null,null,null,null,null,null
1/2/1998,null,null,null,null,null,null
1/5/1998,8154.919922,8154.919922,8025.740234,8028.629883,8028.599121,0
1/6/1998,7994.680176,7999.620117,7938.669922,7966.180176,7966.149902,0
1/7/1998,7968.540039,8017.52002,7821.75,7835.560059,7835.530762,0
1/8/1998,7860.029785,7871.109863,7775.259766,7778.160156,7778.131348,0
1/9/1998,7779.109863,7813.859863,7647.240234,7737.200195,7737.171387,0
1/12/1998,7578.140137,7592.669922,7373.140137,7375.140137,7375.112305,0
1/13/1998,7496.379883,7517.120117,7399.47998,7513.240234,7513.211914,0
1/14/1998,7617.529785,7798.25,7617.529785,7798.25,7798.221191,0
1/15/1998,7856.149902,7856.149902,7765.990234,7770.77002,7770.741211,0
1/16/1998,7756.419922,7879.209961,7756.419922,7799.100098,7799.071289,0
1/19/1998,7928.5,7935.870117,7842.060059,7847.620117,7847.59082,0
1/20/1998,7880.629883,7908.200195,7840.549805,7907.680176,7907.649902,0
1/21/1998,8020.490234,8098.649902,8009.22998,8098.649902,8098.619141,0
1/22/1998,8066.140137,8114.220215,8066.140137,8085.470215,8085.439453,0
1/23/1998,null,null,null,null,null,null
1/26/1998,null,null,null,null,null,null
1/27/1998,null,null,null,null,null,null
1/28/1998,null,null,null,null,null,null
1/29/1998,null,null,null,null,null,null
1/30/1998,null,null,null,null,null,null
2/2/1998,8260.280273,8405.110352,8245.419922,8405.110352,8405.078125,0
2/3/1998,8583.379883,8586.919922,8478.30957,8514.179688,8514.147461,0
2/4/1998,8539.80957,8575.299805,8453.419922,8470.610352,8470.578125,0
2/5/1998,8492.919922,8626.799805,8484.980469,8621.969727,8621.9375,0
2/6/1998,8712.25,8775.669922,8469.360352,8544.139648,8544.107422,0
2/9/1998,8778.980469,8796.44043,8634.610352,8634.610352,8634.578125,0
2/10/1998,8667.410156,8673.349609,8537.400391,8567.660156,8567.62793,0
2/11/1998,8693.990234,8753.540039,8682.160156,8713.419922,8713.387695,0
2/12/1998,8805.160156,8831.120117,8763.070313,8800.019531,8799.987305,0
2/13/1998,8920.240234,8920.240234,8701.580078,8706.459961,8706.427734,0
2/16/1998,8673.820313,8729.700195,8628.360352,8708.290039,8708.257813,0
2/17/1998,8701.969727,8796.219727,8648.759766,8782.089844,8782.057617,0
2/18/1998,8868.679688,8886.070313,8815.530273,8837.339844,8837.307617,0
2/19/1998,8958.339844,9014.320313,8942.719727,8978.509766,8978.476563,0
2/20/1998,9095.370117,9095.370117,9021.849609,9037.480469,9037.447266,0
2/23/1998,9126.5,9176.240234,9074.620117,9147,9146.96582,0
2/24/1998,9324.540039,9324.540039,9032.790039,9066.459961,9066.425781,0
2/25/1998,9111.870117,9131.419922,9010.759766,9027.099609,9027.066406,0
2/26/1998,9144.259766,9229.19043,9126.55957,9229.19043,9229.15625,0
2/27/1998,9363.389648,9378.519531,9194.509766,9202.55957,9202.525391,0
3/2/1998,9272.790039,9314.740234,9243.650391,9277.089844,9277.055664,0
3/3/1998,9307.019531,9307.019531,9120.330078,9211.830078,9211.795898,0
3/4/1998,9202.820313,9260.919922,8967.980469,8977.540039,8977.506836,0
3/5/1998,8995.919922,8995.919922,8748.910156,8765.320313,8765.288086,0
3/6/1998,8630.049805,8853.55957,8630.049805,8847.650391,8847.618164,0
3/9/1998,8860.219727,8910.780273,8812.94043,8887.360352,8887.327148,0
3/10/1998,8971.509766,8976.150391,8869.55957,8897.269531,8897.236328,0
3/11/1998,8991.709961,9030.549805,8969.55957,9030.549805,9030.516602,0
3/12/1998,9113.150391,9137.089844,9049.05957,9056.370117,9056.335938,0
3/13/1998,9096.740234,9109.389648,9006.120117,9055.509766,9055.475586,0
3/16/1998,9088.5,9107.549805,9049.660156,9065.299805,9065.265625,0
3/17/1998,9161.179688,9165.120117,9037.290039,9045.549805,9045.516602,0
3/18/1998,9045.360352,9069.769531,8948.299805,8952.660156,8952.626953,0
3/19/1998,8994.049805,8994.049805,8837.290039,8859.410156,8859.37793,0
3/20/1998,8911.759766,8911.759766,8823.269531,8904.230469,8904.197266,0
3/23/1998,8843.769531,8853.830078,8738,8757.589844,8757.557617,0
3/24/1998,8792.219727,8815.55957,8751.849609,8806.849609,8806.817383,0
3/25/1998,8904.5,9040.75,8902.610352,9040.75,9040.716797,0
3/26/1998,9120.230469,9130.5,9008.200195,9014.169922,9014.136719,0
3/27/1998,9091.75,9139.669922,9070.870117,9095.830078,9095.795898,0
3/30/1998,9154.549805,9154.549805,9079.950195,9088.959961,9088.925781,0
3/31/1998,9069.650391,9106.780273,9051.839844,9091.160156,9091.125977,0
4/1/1998,9160.679688,9160.679688,9035.69043,9041.5,9041.466797,0
4/2/1998,9029.730469,9062.389648,8979.490234,9013.099609,9013.066406,0
4/3/1998,9087.830078,9143.730469,9043.769531,9134.05957,9134.025391,0
4/6/1998,null,null,null,null,null,null
4/7/1998,9283.980469,9337.610352,9264.820313,9266.679688,9266.645508,0
4/8/1998,9263.94043,9279.280273,9222.209961,9263.44043,9263.40625,0
4/9/1998,9335.419922,9335.419922,9065.879883,9090.30957,9090.275391,0
4/10/1998,9178.160156,9178.740234,8992.089844,9054.019531,9053.986328,0
4/13/1998,9014.740234,9014.740234,8851.139648,8863.110352,8863.078125,0
4/14/1998,8906.44043,8910.139648,8738.910156,8764.580078,8764.547852,0
4/15/1998,8887.639648,8887.639648,8720.870117,8807.30957,8807.277344,0
4/16/1998,8855.790039,8859.089844,8773.089844,8780.209961,8780.177734,0
4/17/1998,8724.650391,8796.650391,8589.30957,8619.490234,8619.458008,0
4/20/1998,8741.950195,8741.950195,8507.44043,8508.55957,8508.527344,0
4/21/1998,8513.530273,8596.209961,8371.639648,8440.200195,8440.167969,0
4/22/1998,8553.160156,8636.509766,8526.099609,8636.509766,8636.477539,0
4/23/1998,8624.820313,8653.230469,8586.05957,8613.959961,8613.927734,0
4/24/1998,8571.019531,8640.379883,8571.019531,8636.110352,8636.078125,0
4/27/1998,8623.610352,8649.040039,8453.480469,8471.620117,8471.587891,0
4/28/1998,8327.459961,8434.669922,8327.459961,8434.669922,8434.637695,0
4/29/1998,8466.379883,8488.80957,8342.660156,8348.349609,8348.317383,0
4/30/1998,8422.089844,8436.25,8294.379883,8304.209961,8304.177734,0
5/1/1998,null,null,null,null,null,null
5/4/1998,8321.580078,8360.599609,8274.240234,8360.599609,8360.567383,0
5/5/1998,8387.44043,8432.030273,8320.980469,8330.150391,8330.118164,0
5/6/1998,8297.900391,8325.639648,8235.339844,8325.639648,8325.607422,0
5/7/1998,8319.370117,8357.169922,8283.299805,8290.370117,8290.337891,0
5/8/1998,8241.55957,8242.549805,8184.419922,8210.839844,8210.807617,0
5/11/1998,8304.980469,8399.629883,8297.05957,8378.879883,8378.847656,0
5/12/1998,8386.209961,8386.209961,8272.820313,8278.429688,8278.397461,0
5/13/1998,8306.129883,8306.129883,8174.720215,8202.900391,8202.868164,0
5/14/1998,8202.099609,8256.959961,8193.5,8193.5,8193.467773,0
5/15/1998,8198.030273,8229.320313,8160.25,8167.5,8167.469238,0
5/18/1998,8023.919922,8160.089844,8023.919922,8134.890137,8134.859375,0
5/19/1998,8108.589844,8188.859863,8103.419922,8136.27002,8136.239258,0
5/20/1998,8229.129883,8294.790039,8229.129883,8267.490234,8267.458008,0
5/21/1998,8342.139648,8389.150391,8316.509766,8369.320313,8369.288086,0
5/22/1998,8360.169922,8403.769531,8360.169922,8384.910156,8384.87793,0
5/25/1998,8417.160156,8417.160156,8302.860352,8314.089844,8314.057617,0
5/26/1998,8261.410156,8300.160156,8146.339844,8178.390137,8178.359375,0
5/27/1998,8093.419922,8152.879883,8035.709961,8068.169922,8068.13916,0
5/28/1998,8147.419922,8147.419922,8051.709961,8124.5,8124.469238,0
5/29/1998,8119.25,8119.25,7895.149902,7903.339844,7903.30957,0
6/1/1998,7860.049805,7860.049805,7574.509766,7606.25,7606.221191,0
6/2/1998,7671.209961,7671.209961,7523.5,7565.640137,7565.611328,0
6/3/1998,7631.97998,7699.47998,7598.160156,7643.200195,7643.171387,0
6/4/1998,7563.629883,7563.629883,7389.799805,7425.959961,7425.932129,0
6/5/1998,7582.109863,7585.290039,7418.930176,7505.580078,7505.552246,0
6/8/1998,7601.310059,7645.390137,7560.790039,7591.27002,7591.241211,0
6/9/1998,7607.580078,7607.580078,7448.359863,7455.629883,7455.602051,0
6/10/1998,7377.049805,7422.649902,7220.129883,7223.129883,7223.102539,0
6/11/1998,7073.220215,7238.919922,7073.220215,7210.740234,7210.712891,0
6/12/1998,7121.859863,7199.47998,7099.540039,7117.109863,7117.083008,0
6/15/1998,7166.959961,7283.830078,7111.759766,7283.830078,7283.802246,0
6/16/1998,7174.72998,7444.060059,7170.759766,7404.27002,7404.242188,0
6/17/1998,7486.540039,7548,7445.919922,7466.379883,7466.352051,0
6/18/1998,7658.350098,7771.759766,7633.720215,7768.310059,7768.28125,0
6/19/1998,7723.279785,7815.109863,7700.22998,7754.430176,7754.401367,0
6/22/1998,7867.410156,7867.410156,7678.700195,7692.910156,7692.881348,0
6/23/1998,7729.910156,7729.910156,7598.27002,7633.359863,7633.331055,0
6/24/1998,7733.709961,7783.990234,7659.589844,7670.709961,7670.681152,0
6/25/1998,7762.319824,7777.290039,7695.740234,7722.640137,7722.611328,0
6/26/1998,7717.370117,7771.649902,7656.129883,7681.959961,7681.931152,0
6/29/1998,7679.680176,7679.680176,7533.040039,7535.72998,7535.70166,0
6/30/1998,7606.149902,7606.149902,7517.330078,7548.810059,7548.78125,0
7/1/1998,null,null,null,null,null,null
7/2/1998,7654.009766,7823.240234,7647.709961,7817.109863,7817.081055,0
7/3/1998,7797.919922,7872.240234,7746.450195,7758.629883,7758.601074,0
7/6/1998,7949.120117,7974.27002,7894.180176,7894.850098,7894.819824,0
7/7/1998,7947.529785,7947.529785,7829.870117,7845.970215,7845.940918,0
7/8/1998,7908,7938.97998,7887.810059,7936.819824,7936.789551,0
7/9/1998,8044.959961,8079.740234,7947.529785,7947.529785,7947.499512,0
7/10/1998,7925.25,7927.819824,7839.799805,7883.160156,7883.129883,0
7/13/1998,7818.359863,7869.629883,7803.560059,7815.529785,7815.500977,0
7/14/1998,7888.109863,7895.459961,7789.220215,7789.220215,7789.191406,0
7/15/1998,7853.72998,7875.910156,7832.169922,7875.910156,7875.880371,0
7/16/1998,7933.77002,7949.509766,7904.77002,7924.839844,7924.80957,0
7/17/1998,8013.240234,8040.149902,7985.799805,8032.859863,8032.829102,0
7/20/1998,8075.859863,8075.859863,8014.700195,8047.669922,8047.63916,0
7/21/1998,8076.580078,8092.439941,7940.620117,7949.200195,7949.169922,0
7/22/1998,7872.899902,7881.060059,7794.080078,7881.060059,7881.029785,0
7/23/1998,7866.390137,7934.580078,7860.209961,7879.890137,7879.859863,0
7/24/1998,7813.790039,7902.399902,7812.580078,7902.399902,7902.369629,0
7/27/1998,7935.310059,7935.310059,7882.470215,7890.299805,7890.269531,0
7/28/1998,7941.379883,7950.839844,7822.129883,7830.140137,7830.11084,0
7/29/1998,7818.180176,7842.120117,7761.879883,7775.330078,7775.30127,0
7/30/1998,7808.850098,7808.850098,7723.910156,7730.430176,7730.401367,0
7/31/1998,7792.22998,7797.930176,7653.310059,7653.509766,7653.480957,0
8/3/1998,7715.799805,7715.799805,7588.759766,7599.040039,7599.01123,0
8/4/1998,7573.029785,7639.419922,7573.029785,7593.140137,7593.111328,0
8/5/1998,7524.830078,7543.279785,7482.819824,7499.72998,7499.702148,0
8/6/1998,7567.640137,7568.560059,7455.450195,7471.740234,7471.712402,0
8/7/1998,7501.27002,7542.879883,7446.970215,7530.02002,7529.991699,0
8/10/1998,7477.899902,7487.009766,7367.02002,7372.120117,7372.092285,0
8/11/1998,7361.189941,7398,7338.850098,7383.97998,7383.952148,0
8/12/1998,7301.52002,7351.509766,7276.240234,7351.509766,7351.481934,0
8/13/1998,7433.390137,7447.299805,7362.549805,7362.549805,7362.521973,0
8/14/1998,7345.529785,7355.149902,7275.600098,7348.040039,7348.012207,0
8/17/1998,7352.279785,7352.279785,7248.140137,7273.850098,7273.822266,0
8/18/1998,7284.600098,7284.600098,7088.72998,7181.589844,7181.5625,0
8/19/1998,7261.850098,7322.370117,7259.629883,7293.399902,7293.37207,0
8/20/1998,7289.890137,7311.75,7257.189941,7270.839844,7270.812012,0
8/21/1998,7268.140137,7277.240234,7195.049805,7213.370117,7213.342773,0
8/24/1998,7128.970215,7128.970215,6952.009766,6957.75,6957.724121,0
8/25/1998,6948.950195,6948.950195,6811.430176,6908.330078,6908.304199,0
8/26/1998,6996.319824,7017.399902,6813.459961,6814.330078,6814.304199,0
8/27/1998,6706.319824,6820.709961,6665.950195,6813.299805,6813.273926,0
8/28/1998,6625.370117,6802.950195,6615.939941,6723.77002,6723.744141,0
8/31/1998,6776.149902,6776.149902,6547.430176,6550.109863,6550.084961,0
9/1/1998,6350.129883,6361.580078,6219.890137,6335.089844,6335.06543,0
9/2/1998,6450.419922,6518.109863,6388.069824,6471.680176,6471.655762,0
9/3/1998,6372.359863,6391.859863,6240.689941,6251.379883,6251.356445,0
9/4/1998,6254.830078,6463.149902,6254.830078,6463.149902,6463.125488,0
9/7/1998,6769.620117,6822.970215,6707.640137,6800.72998,6800.704102,0
9/8/1998,6820.189941,6942.259766,6820.189941,6942.259766,6942.233887,0
9/9/1998,7017.279785,7017.279785,6846.5,6894.569824,6894.543945,0
9/10/1998,6803.259766,6915.069824,6780.779785,6803.830078,6803.804199,0
9/11/1998,6745.52002,6858.990234,6682.910156,6841.830078,6841.804199,0
9/14/1998,6884.819824,6922.959961,6852.080078,6860.169922,6860.144043,0
9/15/1998,6925.220215,6925.220215,6816.169922,6857.959961,6857.934082,0
9/16/1998,6877.899902,6972.540039,6851.299805,6972.540039,6972.51416,0
9/17/1998,7036.870117,7060.72998,6996.689941,7000.52002,7000.494141,0
9/18/1998,6929.240234,7000.27002,6929.240234,6961.759766,6961.733887,0
9/21/1998,7218.390137,7218.390137,6988.97998,7029.399902,7029.374023,0
9/22/1998,7090.089844,7090.089844,6984.839844,7033.990234,7033.964355,0
9/23/1998,7065.009766,7086.779785,6951.609863,6962.169922,6962.144043,0
9/24/1998,7045.580078,7045.580078,6974.089844,6979.950195,6979.924316,0
9/25/1998,6952.689941,6979.890137,6903.689941,6979.890137,6979.864258,0
9/28/1998,6958.169922,6958.169922,6905.450195,6910.609863,6910.583984,0
9/29/1998,6952.209961,6952.209961,6841,6884.5,6884.474121,0
9/30/1998,6874.569824,6906.459961,6796.419922,6833.950195,6833.924316,0
10/1/1998,6760.410156,6777.399902,6697.180176,6702.060059,6702.03418,0
10/2/1998,6512.850098,6537.97998,6384.660156,6436,6435.975586,0
10/5/1998,null,null,null,null,null,null
10/6/1998,6506.100098,6575.950195,6447.560059,6534.649902,6534.625,0
10/7/1998,6596.47998,6674.890137,6560.649902,6674.890137,6674.864746,0
10/8/1998,6726.120117,6970.22998,6726.120117,6970.22998,6970.204102,0
10/9/1998,6990.060059,7064.830078,6893.75,6944.169922,6944.144043,0
10/12/1998,7027.140137,7027.140137,6913.799805,6920.450195,6920.424316,0
10/13/1998,6997.910156,7023.180176,6906.680176,6909.220215,6909.194336,0
10/14/1998,6857.819824,6882.279785,6784.140137,6819.120117,6819.094238,0
10/15/1998,6828.879883,6839.939941,6784.700195,6799.879883,6799.854004,0
10/16/1998,null,null,null,null,null,null
10/19/1998,6944.140137,6944.140137,6887.350098,6904.560059,6904.53418,0
10/20/1998,6875.629883,6926.910156,6836.52002,6848.720215,6848.694336,0
10/21/1998,6859.779785,7021.419922,6859.779785,7021.419922,7021.394043,0
10/22/1998,7068.029785,7068.029785,6965.540039,6987.790039,6987.76416,0
10/23/1998,7029.439941,7088.390137,7010.359863,7055.459961,7055.434082,0
10/26/1998,7063.439941,7063.439941,7024.129883,7050.319824,7050.293945,0
10/27/1998,7056.509766,7110.02002,7019.060059,7036.629883,7036.604004,0
10/28/1998,7060.740234,7060.740234,6937.879883,6962.089844,6962.063965,0
10/29/1998,6983.759766,7016.890137,6963.120117,7016.890137,7016.864258,0
10/30/1998,7046.939941,7101.459961,7007.319824,7101.459961,7101.433594,0
11/2/1998,7215.830078,7249.290039,7180.200195,7218.089844,7218.0625,0
11/3/1998,7133.169922,7151.279785,7061.850098,7071.439941,7071.414063,0
11/4/1998,7002.580078,7043.27002,6851.149902,6905.319824,6905.293945,0
11/5/1998,6933.299805,6957.27002,6827.399902,6957.27002,6957.244141,0
11/6/1998,6931.140137,6967.27002,6858.060059,6889.649902,6889.624023,0
11/9/1998,6989.430176,7014.330078,6941.609863,6957.399902,6957.374023,0
11/10/1998,6847.52002,6862.419922,6785.950195,6812.299805,6812.273926,0
11/11/1998,6738.169922,6768.399902,6643.180176,6654.790039,6654.764648,0
11/12/1998,null,null,null,null,null,null
11/13/1998,6785.02002,6870.569824,6776.379883,6829.620117,6829.594238,0
11/16/1998,6890.049805,7003.870117,6889.470215,7003.870117,7003.844238,0
11/17/1998,7067.040039,7131.899902,7032.620117,7131.899902,7131.873047,0
11/18/1998,7140.339844,7176.609863,7083.439941,7100.140137,7100.11377,0
11/19/1998,7185.540039,7306.069824,7177.259766,7300.339844,7300.312012,0
11/20/1998,7366.140137,7381.839844,7296.350098,7380.529785,7380.501953,0
11/23/1998,7318.350098,7390.5,7308.399902,7312.259766,7312.231934,0
11/24/1998,7452.939941,7467.220215,7410.52002,7435.839844,7435.812012,0
11/25/1998,7187.669922,7292.200195,7116.089844,7213.5,7213.472656,0
11/26/1998,7281.080078,7397.52002,7253,7377.859863,7377.832031,0
11/27/1998,7406.799805,7453.25,7300.049805,7320.120117,7320.092285,0
11/30/1998,7312.649902,7312.649902,7171.75,7177.220215,7177.192871,0
12/1/1998,7116.240234,7199.740234,7096.830078,7102.370117,7102.34375,0
12/2/1998,7190.049805,7213.629883,7131.439941,7157.220215,7157.193359,0
12/3/1998,7182.47998,7182.47998,7129.97998,7140.109863,7140.083008,0
